name,category,lat,lon,height_m
Pylon 10064459698,POWER_PYLON,24.750285,93.849321,40.0
Pylon 10064459699,POWER_PYLON,24.748368,93.846859,40.0
Pylon 10064459700,POWER_PYLON,24.746644,93.844660,40.0
Pylon 10064478489,POWER_PYLON,24.788576,93.869534,40.0
Pylon 10064478490,POWER_PYLON,24.790263,93.869614,40.0
007,POWER_PYLON,24.786551,93.861933,40.0
006,POWER_PYLON,24.784246,93.863353,40.0
005,POWER_PYLON,24.784060,93.864838,40.0
004,POWER_PYLON,24.783812,93.866749,40.0
003,POWER_PYLON,24.783537,93.868525,40.0
002,POWER_PYLON,24.783269,93.870196,40.0
001,POWER_PYLON,24.783053,93.870444,40.0
Pylon 10064478498,POWER_PYLON,24.761227,93.878160,40.0
Pylon 10064478499,POWER_PYLON,24.763691,93.879499,40.0
Pylon 10064478500,POWER_PYLON,24.766215,93.880875,40.0
Pylon 10064478501,POWER_PYLON,24.768969,93.879770,40.0
Pylon 10064478502,POWER_PYLON,24.771690,93.878946,40.0
Pylon 10064478503,POWER_PYLON,24.774549,93.878619,40.0
Pylon 10064478504,POWER_PYLON,24.777459,93.878297,40.0
Pylon 10064478505,POWER_PYLON,24.780001,93.876827,40.0
Pylon 10064478506,POWER_PYLON,24.782514,93.875331,40.0
Pylon 10064478507,POWER_PYLON,24.785032,93.873874,40.0
Pylon 10064478508,POWER_PYLON,24.785188,93.872874,40.0
Pylon 10064478509,POWER_PYLON,24.784446,93.871967,40.0
Pylon 10064478510,POWER_PYLON,24.781696,93.870641,40.0
Pylon 10064478511,POWER_PYLON,24.780242,93.871694,40.0
Pylon 10064478512,POWER_PYLON,24.778762,93.872952,40.0
Pylon 10064478513,POWER_PYLON,24.778655,93.874942,40.0
Pylon 10064478514,POWER_PYLON,24.779453,93.874057,40.0
Pylon 10064478515,POWER_PYLON,24.780530,93.873024,40.0
486,POWER_PYLON,24.780788,93.872104,40.0
Pylon 10064479150,POWER_PYLON,24.803093,93.874604,40.0
Pylon 10064479151,POWER_PYLON,24.802870,93.872980,40.0
Pylon 10064479152,POWER_PYLON,24.802260,93.872561,40.0
Pylon 10064479153,POWER_PYLON,24.801292,93.872170,40.0
Pylon 10064479154,POWER_PYLON,24.798443,93.871875,40.0
Pylon 10064479155,POWER_PYLON,24.795672,93.871558,40.0
Pylon 10064479156,POWER_PYLON,24.793678,93.871341,40.0
Pylon 10064479157,POWER_PYLON,24.784848,93.888602,40.0
Pylon 10064479158,POWER_PYLON,24.783310,93.886624,40.0
Pylon 10064479159,POWER_PYLON,24.781847,93.884732,40.0
Pylon 10064479160,POWER_PYLON,24.781094,93.882497,40.0
Pylon 10064479161,POWER_PYLON,24.782493,93.880321,40.0
Pylon 10064479162,POWER_PYLON,24.783815,93.878244,40.0
Pylon 10064479163,POWER_PYLON,24.785183,93.876092,40.0
Pylon 10064479179,POWER_PYLON,24.780866,93.873426,40.0
Pylon 10064479180,POWER_PYLON,24.783985,93.873064,40.0
Pylon 10064479181,POWER_PYLON,24.784295,93.872584,40.0
Pylon 10064480141,POWER_PYLON,24.660610,93.999112,40.0
Pylon 10064480142,POWER_PYLON,24.659291,93.996392,40.0
Pylon 10064480143,POWER_PYLON,24.660293,93.993058,40.0
Pylon 10064480144,POWER_PYLON,24.662243,93.989813,40.0
Pylon 10064480145,POWER_PYLON,24.664122,93.986709,40.0
Pylon 10064480146,POWER_PYLON,24.665982,93.983569,40.0
Pylon 10064480147,POWER_PYLON,24.666209,93.979894,40.0
Pylon 10064480148,POWER_PYLON,24.666375,93.976222,40.0
Pylon 10064480149,POWER_PYLON,24.666565,93.972480,40.0
Pylon 10064480150,POWER_PYLON,24.666770,93.968889,40.0
Pylon 10064480151,POWER_PYLON,24.666950,93.965059,40.0
Pylon 10064480152,POWER_PYLON,24.665517,93.960646,40.0
Pylon 10064480153,POWER_PYLON,24.662060,93.956787,40.0
Pylon 10064480154,POWER_PYLON,24.661897,93.955727,40.0
Pylon 10064480155,POWER_PYLON,24.658940,93.953547,40.0
Pylon 10064480156,POWER_PYLON,24.656059,93.951361,40.0
Pylon 10064480157,POWER_PYLON,24.654901,93.947648,40.0
Pylon 10064480158,POWER_PYLON,24.655917,93.944612,40.0
Pylon 10064480159,POWER_PYLON,24.656946,93.942525,40.0
Pylon 10064480160,POWER_PYLON,24.658143,93.940331,40.0
Pylon 10064480161,POWER_PYLON,24.656446,93.936673,40.0
Pylon 10064480162,POWER_PYLON,24.657375,93.933194,40.0
Pylon 10064480163,POWER_PYLON,24.656834,93.929911,40.0
Pylon 10064480164,POWER_PYLON,24.656395,93.926837,40.0
Pylon 10064480165,POWER_PYLON,24.655793,93.923074,40.0
Pylon 10064480166,POWER_PYLON,24.653414,93.921135,40.0
Pylon 10064480167,POWER_PYLON,24.650915,93.919088,40.0
Pylon 10064480168,POWER_PYLON,24.647734,93.917085,40.0
Pylon 10064480169,POWER_PYLON,24.643763,93.916588,40.0
Pylon 10064480170,POWER_PYLON,24.641710,93.913952,40.0
Pylon 10064480171,POWER_PYLON,24.639652,93.911254,40.0
Pylon 10064480172,POWER_PYLON,24.640788,93.907686,40.0
Pylon 10064480173,POWER_PYLON,24.641854,93.903770,40.0
Pylon 10064480174,POWER_PYLON,24.642895,93.900326,40.0
Pylon 10064480175,POWER_PYLON,24.642929,93.898787,40.0
Pylon 10064480176,POWER_PYLON,24.642549,93.895061,40.0
Pylon 10064481128,POWER_PYLON,24.808502,93.850831,40.0
Pylon 10064481129,POWER_PYLON,24.805683,93.853143,40.0
Pylon 10064481130,POWER_PYLON,24.802313,93.855938,40.0
Pylon 10064481374,POWER_PYLON,24.927054,93.843524,40.0
Pylon 10064481375,POWER_PYLON,24.925154,93.844226,40.0
Pylon 10064481376,POWER_PYLON,24.923028,93.844987,40.0
Pylon 10064481377,POWER_PYLON,24.920911,93.845774,40.0
Pylon 10064481378,POWER_PYLON,24.914301,93.848098,40.0
Pylon 10064481379,POWER_PYLON,24.916839,93.847231,40.0
Pylon 10064481380,POWER_PYLON,24.918791,93.846545,40.0
Pylon 10064481381,POWER_PYLON,24.911964,93.848943,40.0
Pylon 10064481382,POWER_PYLON,24.910049,93.849579,40.0
Pylon 10064481383,POWER_PYLON,24.908453,93.850153,40.0
Pylon 10064481384,POWER_PYLON,24.906608,93.850817,40.0
Pylon 10064481385,POWER_PYLON,24.904502,93.851521,40.0
Pylon 10064481386,POWER_PYLON,24.902455,93.852241,40.0
Pylon 10064481387,POWER_PYLON,24.900529,93.852895,40.0
Pylon 10064481388,POWER_PYLON,24.898975,93.853425,40.0
Pylon 10064481389,POWER_PYLON,24.897186,93.854254,40.0
Pylon 10064481390,POWER_PYLON,24.895506,93.855021,40.0
Pylon 10064481391,POWER_PYLON,24.893759,93.855827,40.0
Pylon 10064481392,POWER_PYLON,24.892134,93.856604,40.0
Pylon 10064481393,POWER_PYLON,24.890452,93.857385,40.0
Pylon 10064481394,POWER_PYLON,24.889002,93.858047,40.0
